N° work situation ,Activity sector,Company's activity ,Task,Type of process used ,Collection système +  the type if existing ,General ventilation ,Outdoors/indoors work ,Individual protection ,Product,Daily amont of the product,SDS,hazard statements  according to the CLP regulation (inhalation route),Chemicals emitted during the process,Risk level,variability (%),Confidence (%),Supporting comments ,p%1,p%2,p%3,p%4,p%5,p%6,p%7,p%8,p%9,p%10,p%11,p%12,p%13,p%14,p%15,p%16,p%17,p%18,p%19,p%20,p%21,p%22,p%23,p%24,p%25,p%26,p%27,p%28,p%29,p%30,p%31,p%32,p%33,p%34,p%35,p%36,p%37,p%38,p%39,p%40,p%41,p%42,p%43,p%44,p%45,p%46,p%47,p%48,p%49,p%50,p%51,p%52,p%53,p%54,p%55,p%56,p%57,p%58,p%59,p%60,p%61,p%62,p%63,p%64,p%65,p%66,p%67,p%68,p%69,p%70,p%71,p%72,p%73,p%74,p%75,p%76,p%77,p%78,p%79,p%80,p%81,p%82,p%83,p%84,p%85,p%86,p%87,p%88,p%89,p%90,p%91,p%92,p%93,p%94,p%95,p%96,p%97,p%98,p%99,p%100,moyenne = score à utiliser,moyenne pondérée = score à utiliser,ecart-type des moyennes des experts = les experts ont-ils une interprétation divergente du niveau de risque de la situation?,ecart-type des moyennes pondérées des experts = les experts ont-ils une interprétation divergente du niveau de risque de la situation?,ecart type des ranges des experts = dispersion du niveau de confiance des experts = les experts sont ils d'accord entre eux sur l'incertitude sur l'évaluation,taille moyenne du range des experts = niveau de confiance moyen des experts dans l'évaluation
15,building and construction sector ,"plumbing, air conditioning and heating company.",plumbing ,open,not operative,not operative,indoors,not operative,-,-,-,,asbestos dust ,80,19,81,"high hazard: proven carcinogenic asbestos
uncertainty on exposure : 
-asbestos not very frequent at the moment: low exposure  (evaluation of the situation in general)
-operations on equipment with asbestos (evaluation of the real situation)
",4.04E-04,4.75E-04,3.96E-04,4.46E-04,4.09E-04,4.04E-04,4.59E-04,3.42E-04,4.34E-04,4.09E-04,0.001550846504,0.001467467659,0.001404933526,0.001588366984,0.00142994718,0.001413271411,0.001496650255,0.001350737277,0.001575860157,0.0013924267,0.005436300647,0.005619734105,0.005711450834,0.005857363811,0.005548862087,0.005436300647,0.005828181216,0.00547799007,0.005640578816,0.005757309198,0.003301802234,0.003664500206,0.003401856847,0.003547769824,0.00353943194,0.003443546269,0.003556107709,0.003447715211,0.003431039442,0.00353943194,0.00350191146,0.003397687905,0.0058365191,0.006053304095,0.006003276789,0.005869870638,0.005778153909,0.005899053233,0.005757309198,0.0058365191,0.005069433733,0.005190333057,0.005061095848,0.004915182871,0.004785945662,0.005011068542,0.005056926906,0.004785945662,0.004890169217,0.004936027582,0.003743710108,0.003797906357,0.003718696455,0.003752047993,0.003422701558,0.003551938767,0.003760385877,0.003693682802,0.003631148669,0.003847933664,0.01338230451,0.01290287615,0.01329475672,0.01305295807,0.01550012715,0.01509157082,0.01491647524,0.01485394111,0.01492898207,0.05669344517,0.01980664446,0.01935222976,0.02014432878,0.02004427417,0.01996923321,0.02017768032,0.01989419225,0.01995672638,0.01974411033,0.0613376468,0.01758042932,0.01784307268,0.01746369894,0.01816825017,0.01553347869,0.02234553027,0.02241223334,0.02253313267,0.02282495862,0.1476597643,76.06506051,77.11444765,21.48432891,20.80114657,21.3507416,20.75
16,building and construction sector ,construction company,soldering,dispersive,not operative,not operative,indoors,not operative,-,-,-,-,fumes ,76,19,81,High hazard and high exposure ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06E-04,8.83E-04,8.47E-04,8.02E-04,6.74E-04,8.10E-04,7.70E-04,7.82E-04,8.35E-04,8.51E-04,0.003025208735,0.00300514767,0.003149587344,0.003193721689,0.003173660623,0.003193721689,0.003101440786,0.002948976685,0.003049282014,0.003141562918,0.01131444116,0.0112341969,0.0108690855,0.01123820911,0.0111138305,0.01094130533,0.01129438009,0.01106568394,0.0114789419,0.01119808698,0.01428347891,0.0140668194,0.01410694153,0.01431557662,0.01435168653,0.01439582088,0.01413502702,0.0140066362,0.01402669727,0.01410694153,0.01818736233,0.01768182347,0.01770589675,0.0180268738,0.05783204073,0.01789447077,0.018087057,0.01796267839,0.01795465397,0.05759933237,0.0227452365,0.0220150137,0.02242024723,0.02319861659,0.0228656029,0.02321466544,0.02307022577,0.06317229647,0.02242425945,0.02300603036,0.01087710992,0.01058020615,0.0107166214,0.01052403516,0.01120209919,0.009256175799,0.009332407849,0.009115748338,0.009216053667,0.08952852483,76.48875176,77.5255506,13.13392554,13.52058522,14.71869559,19.4
17,Metalworking sector ,railway seat manufacturing company ,painting ,dispersive,booth,operative,indoors,operative ( type not specified) ,solvent-based liquid paint ,"0,3L",Yes ,"H335 May cause respiratory irritation
H336 May cause drowsiness or dizziness",-,28,22,78," medium hazard because the product is classified as an irritant 
low exposure : booth and individual protective equipment, and low quantity ",0.04077840955,7.29E-04,7.97E-04,9.41E-04,7.85E-04,7.33E-04,8.45E-04,8.01E-04,8.61E-04,8.93E-04,0.01694161928,0.01727396492,0.01671738608,0.01703371506,0.01663329863,0.0155361576,0.01518779531,0.01477536638,0.01547209097,0.01529991191,0.02271962841,0.0226315368,0.02287579082,0.02237126612,0.02295186994,0.02295987827,0.02290782414,0.02269159926,0.02237527028,0.0225754785,0.02011291743,0.02036117562,0.02011291743,0.02020901738,0.02041723392,0.01608472812,0.01621286138,0.05642267959,0.01596460319,0.0161087531,0.005589813406,0.005693921679,0.005922159045,0.005517738448,0.005705934172,0.005617842556,0.005822054937,0.005858092416,0.005826059101,0.04564747337,0.01049091055,0.01172819733,0.01163209738,0.01179226395,0.01178025146,0.0119444222,0.01166012653,0.0115960599,0.01180427645,0.01188035557,0.005930167374,0.005637863378,0.005721950829,0.005709938336,0.005902138224,0.003936093537,0.004172339233,0.004212380876,0.003852006086,0.004304476656,0.003195323136,0.002146232081,0.002082165452,0.002218307039,0.00212621126,0.00212621126,0.00215424041,0.002094177945,0.002234323697,0.002046127973,0.002830944182,0.002750860895,0.002706815088,0.002822935853,0.002915031633,0.002678785937,0.002951069112,0.002710819252,0.002854969168,0.002858973332,0.002915031633,0.002891006647,0.002818931689,0.002959077441,0.002798910867,0.002718827581,0.002834948346,0.002870985825,0.002887002483,0.00281092336,36.36669737,34.9892006,19.07329022,19.0593574,24.12467616,23
19,plasturgy sector ,a flexible hose manufacturing company,Aluminum hose cutting ,Open,not operative,not operative,indoors,Cartridge helmet with gas filter type A,Cutting-oil,1L,Yes ,None ,-,50,22,78,"high exposure du to the open process without any protective equipment 
",0,0,0,0,0,0.001870122397,0.002109881679,0.001938054194,0.002121869643,0.002093897727,0.00798398408,0.008055911864,0.008011955996,0.008319647074,0.007952016176,0.01050944851,0.010681276,0.01078916768,0.01060934821,0.01043752073,0.008799165638,0.008923041267,0.008978985099,0.009310652105,0.008695269949,0.009086876776,0.008859105458,0.008535430428,0.009282680189,0.008851113482,0.01213181965,0.01245549468,0.01229165917,0.01239155887,0.01212382768,0.01239555486,0.01231963109,0.0124834666,0.01208786378,0.01192802426,0.01553240546,0.0198600605,0.01990002038,0.01962429721,0.02009981978,0.009106856716,0.008982981087,0.008994969051,0.008986977075,0.04900280119,0.01046948863,0.01006189785,0.01031764109,0.01038956887,0.01025770127,0.007612357193,0.007836132523,0.00745651366,0.007496473541,0.007744224798,0.007776192703,0.007900068331,0.008095871745,0.008039927912,0.04833547119,0.00770026893,0.008107859709,0.008259707254,0.008091875757,0.008067899829,0.0136183272,0.01454539642,0.01432961307,0.01414579762,0.05395383035,0.01403790594,0.01402591798,0.01426567726,0.01406188187,0.01424969331,0.00741655378,0.007076894798,0.00764032911,0.007336634019,0.007304666115,0.007428541744,0.007368601924,0.00741655378,0.00745651366,0.007108862702,0.003924060244,0.004143839585,0.003984000064,0.003780204675,0.00399199204,0.004019963956,0.00401197198,0.004007975992,0.003944040184,0.003880104375,51.99720281,51.56395654,22.18788859,21.79787165,10.70371898,18.98
20,printing sector ,Screen printing company ,screen print ,open,not operative,operative,indoors,operative ( type not specified) ,Ink,-,Yes ,H336 May cause drowsiness or dizziness,-,40,21,79,Low exposure to an irritant and drowsiness inducing product but uncertainty related to the exposure because of lack of sufficient data,3.59E-04,3.72E-04,3.26E-04,3.85E-04,4.64E-04,0.002482592596,0.002520207635,0.002603796611,0.002516028186,0.002532745981,0.004747853853,0.004818904483,0.004626649837,0.00461829094,0.004635008735,0.00479382779,0.004680982672,0.004806366136,0.004572317003,0.004492907475,0.01212876046,0.0123210151,0.01186545518,0.01275985723,0.01212876046,0.01594459723,0.01523409093,0.01538873053,0.01520065534,0.01507945132,0.01783788754,0.01717753463,0.01739486597,0.01752860833,0.01734889203,0.01807611612,0.01794237376,0.01790893817,0.01766235069,0.05921861025,0.01329900613,0.01382143723,0.01370441266,0.01348290187,0.01389666731,0.00976319243,0.009524963848,0.009545861092,0.009612732273,0.009817525265,0.008229334715,0.008542793376,0.008338000385,0.00842576881,0.008630561802,0.008275308652,0.008659817943,0.01085402857,0.01083731078,0.0103942892,0.01706051006,0.01643777219,0.01675123085,0.01703961282,0.01680974313,0.01664256518,0.01658823234,0.01672615415,0.01678884589,0.01666764187,0.01274313943,0.01237534794,0.01267626825,0.01262193542,0.0128518051,0.01242132188,0.0128685229,0.01072864511,0.01016441952,0.01043608369,0.005943176214,0.006014226844,0.006085277474,0.005587923065,0.006072739127,0.006076918576,0.005847048891,0.006072739127,0.005809433852,0.005859587238,0.002933973068,0.00260797606,0.002708282832,0.002808589603,0.002829486847,0.002812769052,0.002800230706,0.00292561417,0.002775154013,0.002871281335,49.41404546,48.11409911,19.62697929,20.34978988,18.79046559,25.20833333
21,Automotive  sector,manufacturer of automotive equipment and accessories,Automatic press ,open,not operative,not operative,indoors,not operative,lubrifiants (huiles)lubricating oils,-,Yes ,H319 Causes serious eye irritation,-,43,22,78,"low hazard and high exposure 
",9.59E-04,8.26E-04,8.01E-04,8.72E-04,8.01E-04,7.47E-04,7.84E-04,8.93E-04,8.63E-04,8.93E-04,0.006681653814,0.006106080639,0.006498137729,0.006468941988,0.006456429528,0.006785924316,0.006489796089,0.00653150429,0.006448087888,0.006364671485,0.01302130038,0.01315893744,0.01321732892,0.01328823287,0.01357601945,0.0183974875,0.01865607834,0.01851009964,0.01878954459,0.01845587898,0.0148105822,0.014768874,0.01478138646,0.01415993427,0.01484394877,0.01050629585,0.01036031715,0.0101851427,0.01008921384,0.01050212503,0.01458535792,0.01475636154,0.01501495239,0.01516927273,0.0154320344,0.01502329403,0.01504831895,0.01512756453,0.01515258945,0.05700259842,0.01226221112,0.01249994786,0.01263758493,0.01473133662,0.05624767998,0.01405566377,0.01478555728,0.01403898048,0.01496907337,0.01450611234,0.01039785453,0.009084046196,0.009159120958,0.009104900297,0.008904700931,0.009113241937,0.008938067492,0.009159120958,0.009075704556,0.009371832783,0.01371365652,0.01331742861,0.01335913681,0.01122784773,0.01117362707,0.01135297233,0.01081910736,0.01115277297,0.01111106477,0.01164075892,0.004984130029,0.005201012675,0.00501749659,0.004875688707,0.005092571352,0.005071717252,0.004779759844,0.005038350691,0.005050863151,0.004950763469,9.72E-04,8.05E-04,7.92E-04,8.47E-04,8.13E-04,8.72E-04,8.01E-04,8.76E-04,7.76E-04,8.13E-04,47.60322154,46.38646375,16.88654119,16.83015527,24.74051972,28.97916667
22,plasturgy sector ,a flexible hose manufacturing company,TIG welding ,dispersive,operative ( type not specified),operative,indoors,not operative,-,-,-,,welding fumes ,57,22,78,"high hazard due to welding fumes which are carcinogenic
medium exposure: the task is less emissive than MIG welding and the presence of ventilation and collection système",0,0,0,0,0,0,0,0.003170309848,0.002869331065,0.002977683427,0.003214453402,0.003134192394,0.003178335949,0.003053931385,0.003041892234,0.003021826981,0.002981696477,0.002969657326,0.003174322898,0.003122153242,0.008250831705,0.008098335788,0.008218727301,0.007973931224,0.00784150056,0.007853539711,0.008134453242,0.007825448358,0.01116029327,0.01123252818,0.009141728902,0.009242055163,0.009366459727,0.008880880624,0.009278172617,0.009278172617,0.009643360207,0.009266133466,0.009438694635,0.009543033946,0.003988972137,0.004029102642,0.004089298398,0.004029102642,0.003948841633,0.005148743715,0.00528920048,0.0054738008,0.005606231465,0.08543383082,0.007127177581,0.007584665332,0.007504404323,0.007355921457,0.007733148198,0.007195399439,0.007560587029,0.007496378222,0.007452234667,0.007347895356,0.02163836797,0.02150593731,0.02268176109,0.02478459952,0.02533037438,0.0241786289,0.02512972186,0.02496919984,0.02486486053,0.02491703018,0.01961579055,0.01934290312,0.01920244636,0.01899376773,0.02156212001,0.01681066829,0.01691902066,0.01630101089,0.01673843339,0.01656185917,0.01131680224,0.01146528511,0.01156962442,0.01171409423,0.01149738951,0.008644110648,0.008820684867,0.00893706333,0.008094322738,0.008591940992,0.006741924739,0.006946590312,0.006685742033,0.006850277101,0.004855791032,0.004767503923,0.004847764932,0.004976182546,0.004711321217,0.004944078142,58.7700803,58.54647809,20.45498472,20.95273791,9.822423326,17.3
23,building and construction sector ,company of manufacture of prefabricated reinforced concrete.,arc welding ,dispersive,not operative,not operative,indoors,not operative,-,-,-,-,welding fumes ,83,18,82,"high hazard (welding fumes carcenogenic) 
and high exposure ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16E-04,8.20E-04,8.48E-04,8.16E-04,7.68E-04,7.16E-04,7.36E-04,7.84E-04,8.16E-04,7.88E-04,0.001699830017,0.001751824818,0.00203179682,0.001919808019,0.001771822818,0.001871812819,0.001863813619,0.001751824818,0.001811818818,0.001791820818,0.002751724828,0.002675732427,0.002723727627,0.002695730427,0.002895710429,0.005215478452,0.005359464054,0.005431456854,0.005743425657,0.005431456854,0.0102829717,0.01059894011,0.0104789521,0.01056694331,0.01077092291,0.0100429957,0.0103509649,0.01200279972,0.01373862614,0.01382661734,0.01829017098,0.01849015098,0.01853814619,0.01891810819,0.01817818218,0.01947805219,0.019890011,0.0197140286,0.0202459754,0.020089991,0.03358464154,0.03380861914,0.03386461354,0.03349665033,0.03384061594,0.03322067793,0.03341265873,0.03348865113,0.03346065393,0.07320867913,0.01879412059,0.01848615138,0.01861813819,0.01898610139,0.01857014299,0.01580241976,0.01593040696,0.01611438856,0.01613838616,0.09568243176,81.09619038,82.48879402,11.47126846,10.92114995,12.21310771,20.3
24,Metalworking sector ,manufacturing company of metal parts,spot welding,dispersive,not operative,operative,indoors,not operative,-,-,-,,welding fumes ,69,17,83,"high hazard: welding fumes are carcinogenic 
high exposure: emissive process, without any protective equipment; but uncertainty because of lack of sufficient information on the task ",8.36E-04,8.44E-04,8.76E-04,7.88E-04,8.64E-04,8.12E-04,7.64E-04,8.36E-04,9.64E-04,7.24E-04,9.04E-04,7.68E-04,7.08E-04,7.64E-04,9.32E-04,8.28E-04,7.60E-04,8.28E-04,8.44E-04,7.96E-04,0.002818928807,0.002746956157,0.002902896899,0.00290689538,0.002690977429,0.00283892121,0.002862912093,0.002898898419,0.002922889302,0.002674983506,0.003586637078,0.003458685699,0.003678602131,0.003622623403,0.00353065835,0.003614626442,0.003510665947,0.003634618845,0.003490673544,0.003506667466,0.006225634259,0.006605489914,0.006137667686,0.006345588676,0.006153661609,0.006277614506,0.005997720866,0.006157660089,0.006541514225,0.006357584118,0.0152142186,0.01502229153,0.01541414263,0.0156660469,0.01528619125,0.01514224595,0.01516223835,0.01541414263,0.01513824747,0.0154821168,0.01866090885,0.01886483136,0.01826505928,0.01832103801,0.01823706991,0.0169215698,0.01730942242,0.01676962754,0.01709350447,0.01712549231,0.0181770927,0.01842100002,0.0170055379,0.01539415022,0.01527819429,0.02583018453,0.02569023771,0.02770147344,0.02779343849,0.02775745217,0.01849297267,0.01846898179,0.01838501369,0.01825306384,0.01849697115,0.01866090885,0.01874887543,0.01828505168,0.01848897419,0.05914152622,0.0103960495,0.01094384134,0.0110957836,0.01072392491,0.01083188388,0.006745436734,0.006609488394,0.004826166057,0.004954117435,0.004758191887,67.98337432,68.18640317,15.68316295,17.7218413,23.68459415,27.3
25,Metalworking sector ,manufacturing company of metal parts,Projection welding ,dispersive,not operative,operative,indoors,not operative,-,-,-,-,welding fumes ,66,20,80,"high hazard: welding fumes are carcinogenic 
high exposure: emissive process, without any protective equipment,  but uncertainty because of lack of sufficient information on the task",7.82E-04,9.94E-04,7.61E-04,7.98E-04,8.19E-04,7.65E-04,7.73E-04,8.61E-04,7.65E-04,8.19E-04,8.44E-04,7.03E-04,8.57E-04,8.11E-04,8.32E-04,9.19E-04,8.15E-04,7.32E-04,8.02E-04,8.69E-04,0.007043571182,0.007051887087,0.007197415417,0.007209889274,0.007159993846,0.006823199711,0.006889726947,0.006823199711,0.007367891461,0.007139204085,0.004715117899,0.004544641855,0.004386639668,0.004723433803,0.00478996104,0.004507220284,0.004640274757,0.004594537282,0.004461482809,0.004557115712,0.007226521083,0.007297206272,0.007409470984,0.007209889274,0.007588262932,0.007226521083,0.007513419791,0.007376207365,0.007563315219,0.007513419791,0.01456530688,0.0145985705,0.01455699097,0.0144239365,0.01459025459,0.0166983364,0.01662765121,0.01656528193,0.01627838322,0.01612869694,0.01021193083,0.009962453691,0.009999875261,0.01024103649,0.01036993302,0.01144268471,0.01163395051,0.01143852675,0.01165889823,0.01123062914,0.01434909336,0.01476904654,0.01523889515,0.0148854692,0.01507257706,0.02577930421,0.02600383363,0.02822833811,0.02823665401,0.02762127707,0.0195922712,0.01891868293,0.01949248034,0.01918894983,0.01957148144,0.01880226026,0.01945090082,0.01919726573,0.01928042478,0.06121753159,0.01109757467,0.01109757467,0.01131794614,0.01126389276,0.01111420648,0.007006149611,0.00709346661,0.005031122273,0.005018648416,0.004968752989,66.03107238,65.83647397,18.37339373,20.32753617,24.69255398,28.33333333
26,building and construction sector ,company of manufacture of prefabricated reinforced concrete.,anti-cracking,dispersive,not operative,not operative,indoors,not operative,anti-cracking oil,-,Yes ,None ,-,40,20,80,high exposure : emissive task because there are no prevention equipment  ,8.41E-04,8.09E-04,7.53E-04,7.85E-04,8.37E-04,8.09E-04,8.69E-04,9.25E-04,7.77E-04,6.73E-04,0.006070799295,0.006415185007,0.00598670511,0.006295050457,0.00601073202,0.00600272305,0.006323081852,0.006230978696,0.006267019061,0.006094826205,0.006803620054,0.00692775909,0.006707512414,0.006695498959,0.00681563351,0.006971808425,0.006775588659,0.006687489989,0.006575364408,0.00686368733,0.008105077687,0.008221207753,0.01074002883,0.01100032036,0.0107480378,0.01059186289,0.01051978216,0.01070799295,0.01036761173,0.05062870415,0.0154813391,0.01534518661,0.01560547814,0.01526509691,0.01560147365,0.01523706551,0.01519702066,0.01555742432,0.01273826686,0.05266698703,0.01734742912,0.01683885952,0.01730337979,0.01748358161,0.01694698062,0.02175236265,0.02341021945,0.02315793689,0.02276149287,0.02320198622,0.02181242992,0.0217643761,0.02196860484,0.02180442095,0.0217123178,0.01782796732,0.01778792247,0.01762373859,0.01753563992,0.01812029473,0.009987185648,0.009919109403,0.009758930002,0.01032356239,0.009831010732,0.009875060067,0.008177158417,0.008141118052,0.008049014897,0.008000961076,0.004120615089,0.004112606119,0.003744193497,0.003872337017,0.004064552299,0.002895242672,0.002743072241,0.002795130546,0.002775108121,0.002787121576,8.05E-04,7.25E-04,7.89E-04,7.53E-04,7.41E-04,8.33E-04,8.25E-04,8.21E-04,8.57E-04,7.93E-04,50.36999039,48.93733895,15.02019973,14.9376267,24.93652742,25.64
27,"thermal, aeraulic and refrigeration  sector ",manufacturer of aeraulic and thermal equipment,spray gluing,dispersive ,booth,not operative,indoors,not operative,solvent glue ,None ,Yes ,"H319 Causes serious eye irritation
H334 May cause allergy or asthma symptoms of breathing difficulties if inhaled.",-,53,20,80,"In SDS, mixture classified H319 (eye) but composed of substances classified H319, H335, H336, H332 and H351 (Carc 2)
medium exposure : booth but no individual protective equipment ",0,0,0,0,0.03985572229,0,0,0,0,0,0.003846077201,0.004284490146,0.004172894123,0.003905860784,0.003945716506,0.003925788645,0.00407724039,0.003921803073,0.003945716506,0.003818178195,0.00799505789,0.007783822562,0.007935274307,0.007644327534,0.008146509635,0.007899404157,0.007967158885,0.008011000179,0.008090711624,0.00803092804,0.008792172336,0.008636735019,0.008931667364,0.008604850441,0.00885195592,0.01002769973,0.009625156932,0.009637113649,0.009947988282,0.00980052211,0.0100595843,0.01018313704,0.009920089277,0.009987844005,0.01013531018,0.007078376278,0.007062433989,0.007269683745,0.007217871306,0.007393236484,0.02391741894,0.0244116299,0.02392539009,0.02432394731,0.02383372193,0.02420836572,0.02330364082,0.02404894283,0.02388553437,0.0240090871,0.01198461569,0.01198063012,0.01214005301,0.0117534525,0.01201650027,0.01215998087,0.0129012973,0.01430023316,0.01402921424,0.01434407445,0.01209621171,0.01226360575,0.01247484108,0.01259440824,0.01236324505,0.0102469062,0.01060162213,0.01085669875,0.01044618481,0.01046611267,0.01137880871,0.01122735697,0.0115103326,0.0115820729,0.0111516311,0.01149837588,0.01048604053,0.009617185787,0.009158844981,0.00924652757,0.00722584245,0.007476933501,0.007429106634,0.007640341962,0.007166058867,0.007102289711,0.007245770311,0.007178015584,0.007309539467,0.007114246428,55.42728921,54.06183452,22.78855853,22.82338577,7.93473377,20.2
28,"thermal, aeraulic and refrigeration  sector ",manufacturer of aeraulic and thermal equipment,Painting,dispersive ,booth,not operative,indoors,not operative,powder coating ,None,Yes ,"H319 Causes serious eye irritation
",-,53,18,82,low hazard and medium exposure ( booth and no protective equipement) ,0,0,0,0,0,0,0,0,0.003176266806,0.04325963381,0.003160265462,0.003412286632,0.003348281256,0.003396285288,0.003428287976,0.003564299401,0.003412286632,0.003456290328,0.003184267478,0.003212269831,0.003812320235,0.004152348797,0.003976334012,0.004012337036,0.004072342077,0.006144516139,0.006016505386,0.005800487241,0.006164517819,0.005960500682,0.004668392145,0.004716396177,0.004720396513,0.004500378032,0.004720396513,0.004728397185,0.004672392481,0.004508378704,0.004428371983,0.004656391137,0.01052488409,0.01090891635,0.01062089215,0.01075690358,0.01050888275,0.01358114082,0.01378915829,0.01372915325,0.01348913309,0.01408518316,0.008568719772,0.008512715068,0.008668728173,0.008416707003,0.008700730861,0.008572720108,0.008664727837,0.013357122,0.01714544022,0.01740146172,0.02547814016,0.02500610051,0.01644138108,0.01649738578,0.01614135587,0.01628536797,0.01640137772,0.01710943719,0.0158893347,0.01619736058,0.01683741434,0.0169214214,0.01679341065,0.01717744291,0.01691342073,0.01702943047,0.01701342913,0.01700142812,0.01720144492,0.01678140964,0.01241704303,0.0121690222,0.01217702287,0.0121250185,0.01220502522,0.008120682137,0.008272694906,0.008084679113,0.00828869625,0.008160685498,0.01411318551,0.01392917005,0.01416518988,0.01382916165,0.01378915829,0.0141011845,0.01432120298,0.01432520332,0.01380515963,0.01403717912,61.29981318,61.20345789,23.57074458,23.18073085,7.418247772,15.86
29,railway sector ,railway seat manufacturing company ,gluing of metal structures ,dispersive,extractor hood,not operative,indoors,not operative,glue ,-,Yes ,H335 May cause respiratory irritation.,-,47,16,84,low hazad and high exposure because the extractor hood is not adapted to the task,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00404033926,0.003928107614,0.004024306168,0.004172612272,0.004020297895,0.01157990092,0.0112552308,0.01168010774,0.01141956999,0.01102675923,0.01544387616,0.01540379343,0.01523945423,0.01555209953,0.0150951564,0.01799313784,0.017760658,0.01764842635,0.01778470764,0.01817351012,0.01813743567,0.01815346876,0.01846611406,0.01804123711,0.0175522278,0.02350451332,0.02320790111,0.02310769428,0.02281909862,0.02323595902,0.02047425887,0.0201576053,0.0205744657,0.02086706963,0.02069872216,0.02053839124,0.02075884626,0.02099533437,0.0205744657,0.02095525164,0.01312709432,0.01249378718,0.01261403537,0.01279841593,0.05241217874,0.01253787818,0.01252986163,0.01283449039,0.01251783682,0.01275031665,0.01300684613,0.01266213465,0.01257796091,0.01262606019,0.01285453175,0.00922704462,0.00891439932,0.009355309359,0.009219028074,0.009126837793,0.009583780924,0.009379358997,0.009339276266,0.009872376585,0.009479565824,0.002044219269,0.002004136538,0.001944012442,0.002040210995,0.001927979349,0.002056244088,0.002024177903,0.001903929711,0.002076285453,0.002076285453,0,0,0,0,0,0,0,0,0,0,47.79581055,46.42314867,15.61601742,14.78424542,7.709734107,16.6
30,Transportation sector,Service provider,maintenance of gantry washers for buses and streetcars,dispersive,not operative,not operative,outdoors,not operative,flocculent agent,-,Yes ,H319 Causes serious eye irritation,-,18,19,81,outdoor work and low inhalation toxicity,0.00599754192,0.006027942205,0.006227715505,0.005993199022,0.0497044658,0.006510003865,0.006162572038,0.01148696479,0.0118821685,0.05489422872,0.02251358241,0.02216615059,0.02235723809,0.02281324236,0.02242238156,0.01967767012,0.01967767012,0.01899149226,0.01919560846,0.01961686955,0.00768692918,0.007591385428,0.007704300772,0.007391612127,0.007543613552,0.01083987301,0.01088764489,0.01020580993,0.01015803805,0.01034912556,0.01600357855,0.01642483964,0.01661592714,0.01678530016,0.01660289845,0.01668975641,0.01612952259,0.01635101038,0.0162945527,0.01818371326,0.02523223646,0.02523657936,0.02514537851,0.02570995522,0.02602264387,0.0225396398,0.02240500997,0.02276981339,0.02264821225,0.02279587077,0.01047506959,0.009958264752,0.01049244119,0.01018843834,0.01024923891,0.008051732599,0.007756415546,0.008294934878,0.008082132884,0.005858569189,0.001441842084,0.001493956858,0.001606872202,0.001485271062,0.001541728734,0.001567786121,0.001472242368,0.001480928164,0.001554757427,0.001502642653,0.001554757427,0.001533042938,0.001554757427,0.001559100325,0.001463556573,0.00155041453,0.00148961396,0.00142881339,0.001606872202,0.00165030118,4.52E-04,4.26E-04,4.69E-04,4.17E-04,3.91E-04,4.26E-04,4.34E-04,5.04E-04,4.86E-04,5.04E-04,4.69E-04,4.52E-04,4.39E-04,4.00E-04,4.00E-04,5.12E-04,4.04E-04,4.34E-04,3.65E-04,4.08E-04,30.37334156,27.06907194,16.63823347,16.70144159,19.4352203,19.47826087
31,Automotive  sector,a manufacturer of scooter accessories.,sanding of polymerized mastic. ,dispersive ,not operative,not operative,indoors,not operative,-,-,-,-,dust ,56,29,71,"hazard of pulmonary overload due to dust 
high exposure: dispersive process without protective equipment ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002080049921,0.002876069026,0.002928070274,0.002784066818,0.002704064898,0.005020120483,0.004640111363,0.004616110787,0.004884117219,0.005040120963,0.004636111267,0.004760114243,0.004812115491,0.004832115971,0.004708112995,0.01485635655,0.0153123675,0.01489235742,0.01482035569,0.01452834868,0.01439634551,0.01412033889,0.01386433274,0.01416834004,0.01367632823,0.008860212645,0.009448226757,0.008884213221,0.009160219845,0.008904213701,0.01134427226,0.01129227101,0.01082025969,0.01108026593,0.01108826612,0.02010048241,0.02062049489,0.02122850948,0.0216085186,0.02144451467,0.02176052225,0.02172852148,0.02193652648,0.02126851044,0.02169652072,0.01872844948,0.01888445323,0.01865244766,0.0193124635,0.01794843076,0.01545637095,0.01602438459,0.01539636951,0.01526036625,0.0559373425,0.01626039025,0.01646039505,0.0162123891,0.01628439083,0.0162123891,0.0122042929,0.01223229358,0.01236429674,0.01188428522,0.01236429674,0.01045225085,0.01003624087,0.00957622983,0.009080217925,0.009004216101,0.009116218789,0.009332223973,0.009288222917,0.009376225029,0.009196220709,0.003340080162,0.003088074114,0.003096074306,0.003036072866,0.003240077762,0.003180076322,0.003020072482,0.003024072578,0.002984071618,0.003220077282,57.81090746,57.05881126,16.58131479,16.28427315,12.96740529,24.92
